mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4
mig,0.1,0.011444091796875,0.011444091796875
mig,0.2,0.009059906005859375,0.011205673217773438
mig,0.3,0.009059906005859375,0.009059906005859375
mig,0.4,0.0095367431640625,0.008821487426757812
mig,0.5,0.009298324584960938,0.009059906005859375
mig,0.6,0.009298324584960938,0.009059906005859375
mig,0.7,0.011444091796875,0.009298324584960938
mig,0.8,0.010728836059570312,0.011444091796875
mig,0.9,0.011205673217773438,0.011920928955078125
mig,1.0,0.011444091796875,0.011444091796875
