mode,load,0_efficientnet_b5-8,1_squeezenet1_1-32,2_vgg19-32
mps-uncap,0.8,0.012159347534179688,0.010967254638671875,0.011682510375976562
mps-uncap,0.9,0.013589859008789062,0.011205673217773438,0.010728836059570312
mps-uncap,1.0,0.0133514404296875,0.013828277587890625,0.01239776611328125
mps-uncap,0.5,0.012636184692382812,0.010967254638671875,0.011205673217773438
mps-uncap,0.6,0.012159347534179688,0.011205673217773438,0.010967254638671875
mps-uncap,0.7,0.011920928955078125,0.011444091796875,0.011205673217773438
mps-uncap,0.1,0.01621246337890625,0.0152587890625,0.012159347534179688
mps-uncap,0.2,0.013589859008789062,0.013113021850585938,0.011682510375976562
mps-uncap,0.3,0.014543533325195312,0.011920928955078125,0.011205673217773438
mps-uncap,0.4,0.01239776611328125,0.010967254638671875,0.011205673217773438
