mode,load,0_densenet169-8,1_efficientnet_b7-8,2_resnet101-4
mps-uncap,0.8,0.01049041748046875,0.01239776611328125,0.009775161743164062
mps-uncap,0.9,0.012159347534179688,0.013589859008789062,0.010013580322265625
mps-uncap,1.0,0.01239776611328125,0.011920928955078125,0.010013580322265625
mps-uncap,0.5,0.01239776611328125,0.012636184692382812,0.01049041748046875
mps-uncap,0.6,0.011682510375976562,0.012636184692382812,0.01049041748046875
mps-uncap,0.7,0.010967254638671875,0.012874603271484375,0.010013580322265625
mps-uncap,0.1,0.014781951904296875,0.013113021850585938,0.011444091796875
mps-uncap,0.2,0.013589859008789062,0.014066696166992188,0.011682510375976562
mps-uncap,0.3,0.013589859008789062,0.012636184692382812,0.011444091796875
mps-uncap,0.4,0.013113021850585938,0.012636184692382812,0.009775161743164062
