mode,load,0_densenet201-16,1_mobilenet_v3_small-32,2_squeezenet1_1-4
mps-uncap,0.8,0.0133514404296875,0.009059906005859375,0.0073909759521484375
mps-uncap,0.9,0.012874603271484375,0.009059906005859375,0.00762939453125
mps-uncap,1.0,0.014781951904296875,0.009298324584960938,0.008106231689453125
mps-uncap,0.5,0.011920928955078125,0.010728836059570312,0.009775161743164062
mps-uncap,0.6,0.011444091796875,0.010013580322265625,0.008344650268554688
mps-uncap,0.7,0.011920928955078125,0.008344650268554688,0.007867813110351562
mps-uncap,0.1,0.013589859008789062,0.011205673217773438,0.010013580322265625
mps-uncap,0.2,0.012636184692382812,0.011920928955078125,0.010013580322265625
mps-uncap,0.3,0.012874603271484375,0.011682510375976562,0.009775161743164062
mps-uncap,0.4,0.012636184692382812,0.011444091796875,0.00858306884765625
